BuyLimit,192,36,50
BuyLimit,193,30,51
SellLimit,194,36,67
SellMarket,195,5,0
BuyLimit,196,5,52
BuyLimit,197,38,52
BuyLimit,198,44,53
SellLimit,199,1,64
SellMarket,200,45,0
SellLimit,201,33,53
SellMarket,202,22,0
SellLimit,203,5,52
SellLimit,204,30,52
SellLimit,205,48,51
BuyMarket,206,49,0
SellLimit,207,44,51
BuyLimit,208,8,50
BuyLimit,209,2,30
SellLimit,210,22,52
SellLimit,211,20,53
SellLimit,212,12,59
BuyMarket,213,13,0
SellLimit,214,23,51
SellLimit,215,19,50
BuyLimit,216,45,34
BuyLimit,217,16,50
SellMarket,218,130,0
SellLimit,219,39,50
SellLimit,220,15,49
SellLimit,221,41,53
SellMarket,222,33,0
BuyLimit,223,20,48
BuyLimit,224,39,32
BuyLimit,225,30,49
SellLimit,226,28,62
SellMarket,227,42,0
SellLimit,228,49,48
SellLimit,229,15,47
SellMarket,230,7,0
SellLimit,231,37,47
BuyLimit,232,37,46
SellLimit,233,46,49
BuyLimit,234,30,38
BuyLimit,235,15,47
SellLimit,236,2,58
SellMarket,237,37,0
SellLimit,238,39,47
SellLimit,239,7,46
BuyMarket,240,45,0
BuyLimit,241,14,46
BuyLimit,242,43,43
SellLimit,243,44,47
SellLimit,244,24,46
BuyLimit,245,14,46
BuyMarket,246,42,0
BuyMarket,247,16,0
BuyMarket,248,20,0
SellLimit,249,5,47
SellLimit,250,41,47
SellLimit,251,32,67
SellMarket,252,36,0
SellLimit,253,32,49
BuyLimit,254,46,46
SellLimit,255,39,48
BuyMarket,256,19,0
BuyLimit,257,36,24
SellLimit,258,42,47
SellLimit,259,4,47
SellLimit,260,50,78
BuyLimit,261,22,46
BuyMarket,262,34,0
BuyLimit,263,35,47
SellLimit,264,22,56
BuyLimit,265,32,47
SellLimit,266,42,47
SellLimit,267,12,47
SellMarket,268,40,0
SellLimit,269,14,62
BuyLimit,270,6,47
BuyMarket,271,204,0
SellMarket,272,49,0
BuyLimit,273,14,46
BuyLimit,274,2,20
BuyMarket,275,8,0
SellMarket,276,27,0
BuyLimit,277,45,33
BuyLimit,278,9,46
SellLimit,279,18,48
BuyLimit,280,47,47
BuyMarket,281,37,0
BuyMarket,282,43,0
SellMarket,283,37,0
SellLimit,284,20,48
SellMarket,285,42,0
SellMarket,286,38,0
BuyLimit,287,26,35
SellLimit,288,3,47
BuyLimit,289,5,46
SellLimit,290,32,47
SellLimit,291,24,50
BuyLimit,292,19,46
SellLimit,293,39,78
SellMarket,294,24,0
BuyLimit,295,10,46
BuyLimit,296,9,15
SellLimit,297,18,46
SellLimit,298,9,47
SellLimit,299,5,62
SellLimit,300,41,46
SellLimit,301,27,45
BuyLimit,302,31,45
SellLimit,303,47,65
BuyMarket,304,50,0
BuyLimit,305,3,46
BuyLimit,306,5,46
SellMarket,307,34,0
SellLimit,308,43,46
SellMarket,309,32,0
BuyLimit,310,29,45
BuyLimit,311,50,45
BuyLimit,312,48,46
BuyLimit,313,34,44
BuyMarket,314,44,0
BuyLimit,315,45,47
SellLimit,316,37,49
SellLimit,317,12,48
SellMarket,318,3,0
BuyLimit,319,17,40
BuyLimit,320,49,35
BuyLimit,321,10,48
BuyLimit,322,4,48
BuyLimit,323,3,48
BuyLimit,324,16,30
SellLimit,325,1,71
SellLimit,326,22,70
BuyMarket,327,43,0
BuyLimit,328,4,48
BuyLimit,329,14,48
BuyMarket,330,19,0
SellLimit,331,31,49
BuyMarket,332,24,0
SellMarket,333,95,0
BuyLimit,334,49,46
SellLimit,335,22,60
SellLimit,336,26,48
BuyMarket,337,28,0
BuyLimit,338,32,47
BuyMarket,339,24,0
BuyLimit,340,40,33
BuyLimit,341,27,33
BuyLimit,342,47,49
SellLimit,343,22,50
BuyLimit,344,19,50
BuyLimit,345,36,50
SellMarket,346,49,0
SellMarket,347,45,0
SellLimit,348,9,50
SellLimit,349,30,49
SellMarket,350,32,0
BuyMarket,351,17,0
BuyLimit,352,19,47
BuyLimit,353,48,48
BuyLimit,354,36,49
SellLimit,355,11,66
SellLimit,356,11,50
SellMarket,357,47,0
BuyLimit,358,41,49
SellLimit,359,27,50
BuyLimit,360,23,32
BuyLimit,361,3,47
SellLimit,362,47,49
SellLimit,363,25,49
BuyLimit,364,50,46
SellLimit,365,17,78
SellLimit,366,19,48
BuyLimit,367,9,48
SellLimit,368,25,60
SellLimit,369,4,68
SellLimit,370,31,48
BuyLimit,371,22,48
SellLimit,372,34,48
BuyMarket,373,21,0
SellLimit,374,43,50
SellMarket,375,38,0
BuyLimit,376,4,47
BuyLimit,377,22,47
BuyLimit,378,49,48
BuyMarket,379,5,0
SellLimit,380,22,49
SellMarket,381,32,0
SellLimit,382,46,48
SellLimit,383,30,47
SellLimit,384,33,52
SellLimit,385,25,47
BuyLimit,386,28,47
BuyLimit,387,44,42
SellLimit,388,34,49
SellLimit,389,39,47
SellLimit,390,4,46
SellLimit,391,32,46
BuyLimit,392,18,46
SellMarket,393,23,0
SellLimit,394,21,46
BuyLimit,395,49,46
SellLimit,396,4,46
BuyMarket,397,21,0
BuyLimit,398,17,35
SellMarket,399,28,0
SellLimit,400,41,46
SellLimit,401,21,47
BuyLimit,402,41,44
SellLimit,403,43,48
BuyLimit,404,18,37
BuyLimit,405,14,46
SellLimit,406,47,67
BuyMarket,407,1,0
BuyLimit,408,9,46
BuyLimit,409,18,46
BuyMarket,410,5,0
BuyMarket,411,33,0
BuyLimit,412,8,46
SellLimit,413,42,56
SellMarket,414,16,0
SellLimit,415,11,46
SellLimit,416,11,47
SellLimit,417,50,46
SellLimit,418,23,57
SellLimit,419,32,47
BuyLimit,420,29,46
BuyMarket,421,27,0
BuyLimit,422,14,46
BuyLimit,423,42,46
SellMarket,424,48,0
SellMarket,425,6,0
BuyLimit,426,16,34
BuyMarket,427,5,0
BuyLimit,428,32,44
SellLimit,429,38,63
BuyMarket,430,8,0
SellMarket,431,49,0
BuyMarket,432,37,0
BuyLimit,433,21,37
BuyLimit,434,27,46
SellLimit,435,35,55
SellMarket,436,8,0
SellLimit,437,39,47
SellLimit,438,49,46
SellLimit,439,30,45
BuyLimit,440,39,27
SellMarket,441,31,0
SellLimit,442,22,62
BuyMarket,443,17,0
BuyLimit,444,41,40
BuyLimit,445,24,45
BuyLimit,446,49,45
SellLimit,447,24,46
SellLimit,448,36,54
BuyLimit,449,50,46
BuyLimit,450,44,46
BuyMarket,451,17,0
BuyLimit,452,45,47
BuyLimit,453,9,47
BuyMarket,454,289,0
BuyLimit,455,15,51
SellMarket,456,27,0
BuyLimit,457,22,51
SellLimit,458,15,51
BuyLimit,459,8,49
SellLimit,460,38,51
SellMarket,461,13,0
BuyMarket,462,16,0
SellLimit,463,19,59
BuyLimit,464,22,50
BuyLimit,465,30,40
SellMarket,466,42,0
SellLimit,467,28,49
BuyLimit,468,50,28
BuyLimit,469,3,48
BuyLimit,470,29,7
BuyMarket,471,29,0
BuyLimit,472,12,43
BuyLimit,473,15,48
BuyLimit,474,23,49
BuyLimit,475,19,50
BuyLimit,476,47,48
BuyLimit,477,49,49
SellMarket,478,132,0
SellLimit,479,30,50
SellLimit,480,2,49
SellLimit,481,10,49
BuyMarket,482,6,0
BuyLimit,483,20,49
BuyLimit,484,38,49
SellLimit,485,18,51
BuyLimit,486,48,36
SellLimit,487,49,50
SellLimit,488,6,49
SellLimit,489,44,55
BuyMarket,490,32,0
SellLimit,491,25,53
SellLimit,492,13,49
SellLimit,493,40,49
BuyMarket,494,12,0
SellLimit,495,11,49
SellMarket,496,9,0
SellMarket,497,42,0
BuyMarket,498,143,0
BuyLimit,499,5,50
SellLimit,500,38,51
BuyLimit,501,44,30
SellLimit,502,12,51
SellMarket,503,45,0
BuyLimit,504,41,47
BuyLimit,505,30,48
SellMarket,506,6,0
SellMarket,507,24,0
SellLimit,508,38,49
BuyMarket,509,7,0
SellLimit,510,41,49
BuyLimit,511,18,48
SellMarket,512,13,0
BuyMarket,513,86,0
BuyMarket,514,34,0
BuyLimit,515,50,50
SellLimit,516,8,57
BuyLimit,517,15,51
BuyLimit,518,28,51
BuyLimit,519,38,52
SellLimit,520,5,52
BuyLimit,521,15,52
BuyLimit,522,10,43
BuyMarket,523,11,0
SellLimit,524,48,52
BuyLimit,525,48,52
BuyLimit,526,14,49
BuyMarket,527,297,0
BuyMarket,528,1,0
BuyMarket,529,163,0
SellMarket,530,17,0
BuyLimit,531,46,49
SellLimit,532,9,58
BuyMarket,533,9,0
BuyLimit,534,23,57
BuyLimit,535,35,31
SellMarket,536,29,0
BuyLimit,537,32,56
SellLimit,538,36,58
SellLimit,539,44,57
BuyLimit,540,20,43
SellLimit,541,15,56
BuyLimit,542,13,56
BuyLimit,543,26,56
BuyLimit,544,44,57
SellLimit,545,22,79
SellMarket,546,78,0
BuyLimit,547,38,33
SellMarket,548,13,0
SellLimit,549,22,54
BuyLimit,550,36,53
SellMarket,551,17,0
BuyLimit,552,1,52
SellLimit,553,37,65
BuyLimit,554,19,52
SellMarket,555,30,0
BuyLimit,556,6,53
BuyLimit,557,20,53
SellLimit,558,28,55
SellLimit,559,45,61
BuyLimit,560,41,54
SellMarket,561,27,0
BuyLimit,562,17,54
BuyLimit,563,3,54
SellMarket,564,13,0
SellMarket,565,41,0
SellLimit,566,39,53
BuyLimit,567,2,52
SellLimit,568,13,60
BuyLimit,569,48,48
BuyLimit,570,27,52
BuyLimit,571,18,52
BuyMarket,572,4,0
SellLimit,573,5,54
BuyMarket,574,49,0
SellMarket,575,20,0
SellLimit,576,39,54
BuyMarket,577,10,0
SellLimit,578,19,53
BuyLimit,579,8,53
SellLimit,580,27,53
BuyLimit,581,43,52
BuyLimit,582,38,46
BuyLimit,583,28,53
BuyLimit,584,30,37
BuyLimit,585,12,53
BuyLimit,586,18,53
SellLimit,587,2,53
SellLimit,588,33,54
SellLimit,589,11,53
BuyLimit,590,15,53
BuyLimit,591,48,53
SellLimit,592,25,68
BuyLimit,593,17,54
SellLimit,594,25,56
BuyLimit,595,8,39
BuyLimit,596,33,54
BuyLimit,597,20,54
BuyLimit,598,13,54
SellLimit,599,26,55
BuyMarket,600,31,0
BuyLimit,601,19,55
SellLimit,602,35,57
BuyMarket,603,46,0
BuyLimit,604,36,32
BuyMarket,605,11,0
BuyLimit,606,38,56
BuyMarket,607,22,0
SellMarket,608,31,0
SellMarket,609,15,0
BuyLimit,610,19,56
BuyLimit,611,7,41
BuyMarket,612,1,0
SellLimit,613,38,57
SellLimit,614,45,72
SellMarket,615,29,0
BuyLimit,616,3,51
BuyLimit,617,40,55
SellLimit,618,6,56
SellLimit,619,15,66
SellMarket,620,13,0
BuyLimit,621,26,56
SellLimit,622,6,56
BuyLimit,623,23,56
BuyLimit,624,3,54
BuyLimit,625,44,54
BuyMarket,626,14,0
SellLimit,627,1,58
BuyLimit,628,13,57
BuyMarket,629,146,0
BuyLimit,630,16,58
BuyLimit,631,4,57
SellLimit,632,41,69
BuyLimit,633,4,57
BuyMarket,634,16,0
SellLimit,635,15,59
SellLimit,636,13,69
SellLimit,637,34,59
BuyLimit,638,47,59
BuyLimit,639,12,57
BuyLimit,640,32,54
SellLimit,641,48,82
BuyMarket,642,16,0
SellLimit,643,45,81
BuyMarket,644,36,0
SellMarket,645,36,0
SellMarket,646,49,0
BuyMarket,647,21,0
BuyMarket,648,33,0
SellLimit,649,26,60
SellLimit,650,32,68
BuyMarket,651,266,0
BuyLimit,652,12,54
BuyMarket,653,268,0
SellLimit,654,20,65
SellLimit,655,33,82
SellLimit,656,12,65
SellLimit,657,42,64
SellLimit,658,45,63
BuyLimit,659,48,61
SellLimit,660,40,62
BuyLimit,661,11,62
SellLimit,662,15,62
SellMarket,663,29,0
SellMarket,664,27,0
SellLimit,665,21,61
BuyMarket,666,34,0
SellMarket,667,13,0
SellLimit,668,25,63
BuyLimit,669,11,47
SellLimit,670,28,60
SellLimit,671,19,62
SellMarket,672,11,0
SellLimit,673,38,62
BuyLimit,674,24,34
SellLimit,675,26,58
BuyLimit,676,40,49
SellLimit,677,8,57
SellMarket,678,47,0
SellMarket,679,35,0
BuyLimit,680,1,55
SellMarket,681,6,0
BuyLimit,682,24,55
SellMarket,683,17,0
SellLimit,684,44,56
BuyLimit,685,42,31
SellMarket,686,7,0
SellMarket,687,12,0
SellLimit,688,2,55
SellMarket,689,41,0
BuyLimit,690,24,55
BuyLimit,691,33,54
BuyMarket,692,27,0
BuyMarket,693,23,0
SellLimit,694,11,56
SellLimit,695,7,57
BuyLimit,696,21,42
SellMarket,697,144,0
SellLimit,698,7,54
SellMarket,699,12,0
BuyMarket,700,30,0
BuyLimit,701,21,43
BuyLimit,702,24,56
SellMarket,703,10,0
SellLimit,704,37,69
BuyMarket,705,47,0
SellMarket,706,4,0
BuyLimit,707,45,44
SellLimit,708,46,59
SellLimit,709,21,58
BuyLimit,710,35,46
SellLimit,711,36,57
SellLimit,712,18,56
SellLimit,713,47,56
SellLimit,714,22,78
SellLimit,715,18,55
BuyLimit,716,40,53
BuyLimit,717,27,54
SellLimit,718,43,72
BuyLimit,719,6,55
BuyLimit,720,22,54
SellLimit,721,10,69
BuyMarket,722,41,0
BuyLimit,723,19,55
BuyMarket,724,46,0
SellMarket,725,6,0
SellLimit,726,17,76
BuyLimit,727,45,30
BuyLimit,728,7,56
BuyMarket,729,47,0
SellLimit,730,27,58
SellMarket,731,20,0
SellLimit,732,13,57
SellMarket,733,97,0
SellLimit,734,24,61
BuyLimit,735,21,53
SellLimit,736,9,68
BuyLimit,737,28,31
BuyMarket,738,22,0
SellLimit,739,23,56
SellMarket,740,38,0
SellMarket,741,27,0
SellLimit,742,35,55
SellLimit,743,3,56
SellLimit,744,47,54
SellLimit,745,12,53
SellLimit,746,46,52
BuyLimit,747,20,49
SellMarket,748,183,0
BuyLimit,749,12,50
BuyLimit,750,13,51
BuyLimit,751,10,49
BuyLimit,752,42,50
SellMarket,753,145,0
BuyLimit,754,49,49
BuyLimit,755,16,50
BuyMarket,756,20,0
SellLimit,757,29,51
SellLimit,758,12,79
SellLimit,759,2,50
SellMarket,760,25,0
BuyLimit,761,23,50
SellLimit,762,7,50
SellLimit,763,40,50
SellLimit,764,8,58
BuyMarket,765,105,0
BuyMarket,766,41,0
SellLimit,767,24,53
BuyLimit,768,40,53
BuyLimit,769,26,53
BuyLimit,770,26,54
BuyLimit,771,34,54
BuyMarket,772,23,0
BuyLimit,773,8,55
SellMarket,774,36,0
SellLimit,775,34,74
BuyMarket,776,37,0
BuyMarket,777,13,0
BuyLimit,778,9,56
SellMarket,779,49,0
SellLimit,780,47,54
SellMarket,781,8,0
SellLimit,782,25,53
BuyMarket,783,13,0
BuyMarket,784,21,0
SellLimit,785,23,54
BuyLimit,786,19,53
BuyLimit,787,23,53
SellLimit,788,47,53
BuyLimit,789,37,53
SellMarket,790,34,0
SellLimit,791,45,66
SellMarket,792,50,0
SellLimit,793,30,66
BuyLimit,794,41,50
BuyMarket,795,15,0
BuyLimit,796,39,52
BuyLimit,797,43,52
SellLimit,798,4,53
SellLimit,799,20,53
BuyLimit,800,34,26
BuyLimit,801,35,53
SellLimit,802,47,53
BuyLimit,803,33,53
BuyLimit,804,32,53
SellLimit,805,16,54
BuyLimit,806,45,53
BuyLimit,807,50,54
BuyLimit,808,20,43
SellLimit,809,47,54
SellMarket,810,50,0
SellLimit,811,21,58
SellMarket,812,6,0
BuyLimit,813,40,53
SellLimit,814,9,56
BuyLimit,815,6,54
BuyMarket,816,82,0
BuyLimit,817,22,57
BuyLimit,818,39,55
SellMarket,819,37,0
SellLimit,820,21,57
SellLimit,821,42,56
SellLimit,822,19,55
SellLimit,823,34,55
BuyLimit,824,7,54
SellMarket,825,32,0
SellLimit,826,19,66
BuyLimit,827,15,54
BuyLimit,828,1,53
SellLimit,829,21,58
BuyLimit,830,14,39
BuyLimit,831,22,38
SellMarket,832,30,0
BuyLimit,833,14,50
SellLimit,834,36,65
SellLimit,835,30,54
SellLimit,836,44,53
BuyLimit,837,32,53
BuyLimit,838,9,53
BuyLimit,839,35,53
BuyLimit,840,49,35
SellLimit,841,35,87
BuyLimit,842,16,54
SellMarket,843,50,0
BuyLimit,844,15,49
SellMarket,845,37,0
SellMarket,846,4,0
SellMarket,847,12,0
BuyLimit,848,21,53
SellLimit,849,13,54
BuyLimit,850,50,19
SellMarket,851,9,0
BuyMarket,852,36,0
BuyLimit,853,45,52
SellMarket,854,1,0
SellLimit,855,2,54
BuyMarket,856,24,0
SellLimit,857,41,55
SellLimit,858,37,54
SellMarket,859,47,0
BuyLimit,860,49,53
SellLimit,861,9,67
BuyLimit,862,15,54
BuyMarket,863,14,0
SellLimit,864,24,54
BuyMarket,865,48,0
SellLimit,866,27,54
BuyLimit,867,22,54
SellMarket,868,1,0
BuyMarket,869,25,0
BuyLimit,870,35,54
BuyLimit,871,13,53
SellLimit,872,40,61
BuyMarket,873,43,0
SellLimit,874,13,56
SellLimit,875,7,55
SellLimit,876,45,55
SellLimit,877,22,75
BuyLimit,878,42,54
SellLimit,879,20,70
SellLimit,880,16,56
SellMarket,881,29,0
SellLimit,882,33,88
SellMarket,883,1,0
BuyLimit,884,48,41
SellLimit,885,11,93
SellLimit,886,46,54
BuyLimit,887,8,54
SellLimit,888,47,81
BuyLimit,889,43,54
BuyMarket,890,6,0
BuyLimit,891,16,55
BuyLimit,892,16,50
BuyLimit,893,18,55
BuyMarket,894,12,0
SellMarket,895,109,0
SellLimit,896,13,55
SellMarket,897,48,0
SellMarket,898,44,0
BuyMarket,899,24,0
BuyMarket,900,19,0
BuyMarket,901,99,0
SellLimit,902,39,73
BuyLimit,903,16,49
SellLimit,904,28,58
SellLimit,905,11,56
BuyLimit,906,35,51
BuyLimit,907,10,38
SellLimit,908,12,56
BuyLimit,909,22,47
BuyLimit,910,27,54
SellLimit,911,23,56
SellLimit,912,14,55
BuyLimit,913,12,55
BuyLimit,914,35,53
BuyLimit,915,6,49
SellLimit,916,48,55
BuyLimit,917,28,54
BuyLimit,918,36,55
BuyLimit,919,37,55
SellMarket,920,46,0
SellLimit,921,3,55
BuyLimit,922,26,55
BuyLimit,923,10,55
SellMarket,924,44,0
SellLimit,925,38,55
BuyLimit,926,4,54
SellLimit,927,6,54
BuyLimit,928,39,54
BuyLimit,929,32,55
SellLimit,930,29,55
BuyLimit,931,6,55
BuyLimit,932,46,55
BuyLimit,933,16,53
SellLimit,934,21,55
SellLimit,935,50,61
SellLimit,936,34,55
SellLimit,937,26,55
SellLimit,938,1,64
BuyLimit,939,29,54
SellLimit,940,34,62
BuyLimit,941,20,38
SellMarket,942,19,0
BuyMarket,943,9,0
BuyLimit,944,49,41
BuyLimit,945,5,18
SellLimit,946,47,57
SellLimit,947,15,56
BuyLimit,948,12,55
BuyLimit,949,40,47
SellLimit,950,43,66
BuyLimit,951,32,55
SellLimit,952,13,71
SellLimit,953,16,55
SellLimit,954,26,55
SellLimit,955,31,55
BuyLimit,956,17,54
BuyLimit,957,30,55
SellLimit,958,28,55
BuyLimit,959,20,55
BuyLimit,960,42,55
SellLimit,961,1,55
BuyMarket,962,6,0
BuyLimit,963,13,55
BuyLimit,964,10,55
BuyMarket,965,19,0
SellMarket,966,20,0
BuyLimit,967,19,34
BuyMarket,968,42,0
BuyLimit,969,37,55
BuyLimit,970,22,56
BuyLimit,971,15,55
BuyLimit,972,46,45
BuyLimit,973,50,8
SellLimit,974,29,61
BuyMarket,975,25,0
BuyMarket,976,19,0
BuyLimit,977,5,57
BuyLimit,978,21,57
SellLimit,979,37,57
BuyLimit,980,29,57
SellLimit,981,29,57
SellLimit,982,15,57
SellMarket,983,11,0
BuyLimit,984,18,30
BuyLimit,985,12,56
BuyMarket,986,9,0
SellLimit,987,5,57
BuyLimit,988,5,56
SellLimit,989,32,81
SellLimit,990,29,57
SellLimit,991,27,56
BuyLimit,992,8,56
SellLimit,993,2,56
BuyLimit,994,30,56
SellLimit,995,24,56
SellLimit,996,21,56
SellLimit,997,36,56
SellLimit,998,4,62
SellMarket,999,41,0
SellLimit,1000,44,55
BuyLimit,1001,9,47
BuyLimit,1002,10,55
SellLimit,1003,36,55
SellMarket,1004,28,0
SellLimit,1005,20,61
SellLimit,1006,43,55
BuyLimit,1007,2,54
SellLimit,1008,19,54
BuyMarket,1009,50,0
BuyLimit,1010,48,54
SellMarket,1011,50,0
BuyLimit,1012,17,54
SellLimit,1013,4,72
BuyLimit,1014,27,54
BuyLimit,1015,17,55
SellMarket,1016,27,0
SellMarket,1017,21,0
SellMarket,1018,15,0
BuyLimit,1019,11,54
SellLimit,1020,24,54
SellMarket,1021,49,0
BuyLimit,1022,50,54
BuyLimit,1023,34,55
SellMarket,1024,11,0
BuyLimit,1025,34,55
SellMarket,1026,6,0
BuyLimit,1027,14,48
SellLimit,1028,40,55
SellLimit,1029,2,55
SellLimit,1030,45,55
SellLimit,1031,25,54
BuyLimit,1032,50,54
BuyLimit,1033,41,34
SellLimit,1034,26,54
SellMarket,1035,47,0
SellMarket,1036,49,0
SellLimit,1037,9,52
BuyLimit,1038,9,51
SellMarket,1039,13,0
SellMarket,1040,41,0
SellLimit,1041,27,51
SellLimit,1042,20,60
SellLimit,1043,35,58
BuyLimit,1044,47,50
BuyLimit,1045,47,21
BuyLimit,1046,41,44
SellLimit,1047,15,53
SellLimit,1048,25,53
BuyLimit,1049,38,51
BuyLimit,1050,21,52
BuyLimit,1051,19,51
BuyMarket,1052,111,0
SellLimit,1053,17,55
BuyMarket,1054,18,0
BuyLimit,1055,30,54
BuyLimit,1056,30,55
BuyLimit,1057,20,53
BuyLimit,1058,1,53
BuyMarket,1059,193,0
SellLimit,1060,17,89
BuyLimit,1061,37,59
SellLimit,1062,36,59
SellLimit,1063,24,59
SellLimit,1064,26,58
SellLimit,1065,25,58
BuyLimit,1066,45,40
BuyLimit,1067,23,56
BuyLimit,1068,5,48
BuyLimit,1069,26,57
BuyLimit,1070,6,58
BuyLimit,1071,6,33
BuyLimit,1072,33,58
BuyLimit,1073,30,56
SellMarket,1074,18,0
BuyMarket,1075,22,0
BuyMarket,1076,40,0
SellLimit,1077,7,59
BuyLimit,1078,28,59
SellLimit,1079,27,59
SellMarket,1080,116,0
SellMarket,1081,22,0
BuyLimit,1082,33,37
SellMarket,1083,16,0
BuyLimit,1084,16,50
BuyMarket,1085,18,0
SellLimit,1086,8,55
BuyLimit,1087,10,55
BuyLimit,1088,14,55
BuyLimit,1089,29,47
SellLimit,1090,4,57
BuyLimit,1091,12,56
BuyLimit,1092,40,57
SellMarket,1093,23,0
SellLimit,1094,39,82
BuyLimit,1095,23,58
BuyLimit,1096,47,59
SellLimit,1097,12,60
SellLimit,1098,36,59
SellLimit,1099,46,66
BuyLimit,1100,18,59
BuyLimit,1101,42,57
SellLimit,1102,35,83
BuyLimit,1103,44,51
SellLimit,1104,17,59
BuyLimit,1105,17,59
SellMarket,1106,103,0
BuyLimit,1107,14,51
SellLimit,1108,31,58
BuyMarket,1109,48,0
SellLimit,1110,10,59
